###### Running part 1: SGD with batch size 32 ######
Epoch:  1 , loss =  0.5682076811790466 , accuracy =  0.8182500004768372
Epoch:  6 , loss =  0.06896120309829712 , accuracy =  0.978600025177002
Epoch:  7 , loss =  0.0703601986169815 , accuracy =  0.9777166843414307
Epoch:  8 , loss =  0.06819326430559158 , accuracy =  0.9785166382789612
ADAGRAD: run no. =  1 , batch size =  96  convergence time =  13.24405312538147
ADAGRAD: run no. =  1 , batch size =  96 , test loss =  0.036741942167282104 , test accuracy =  0.9879999756813049
###### Running part 2: ADAM with batch size  96  ######
Epoch:  1 , loss =  0.04590959474444389 , accuracy =  0.9853166937828064
Epoch:  2 , loss =  0.04356282576918602 , accuracy =  0.9861500263214111
Epoch:  3 , loss =  0.04231752082705498 , accuracy =  0.9866333603858948
Epoch:  4 , loss =  0.04302187263965607 , accuracy =  0.9864333271980286
Epoch:  5 , loss =  0.043450117111206055 , accuracy =  0.9866666793823242
Epoch:  6 , loss =  0.041699476540088654 , accuracy =  0.9863166809082031
Epoch:  7 , loss =  0.04376635700464249 , accuracy =  0.9861999750137329
Epoch:  8 , loss =  0.04308813810348511 , accuracy =  0.9865666627883911
Epoch:  9 , loss =  0.04225834459066391 , accuracy =  0.9860333204269409
ADAM: run no. =  1 , batch size =  96  convergence time =  15.093616724014282
ADAM: run no. =  1 , batch size =  96 , test loss =  0.03731181472539902 , test accuracy =  0.989300012588501
###### Running part 2: SGD with batch size  128  ######
Epoch:  1 , loss =  0.045406460762023926 , accuracy =  0.9849166870117188
Epoch:  2 , loss =  0.04475590959191322 , accuracy =  0.9855833053588867
Epoch:  3 , loss =  0.04486232250928879 , accuracy =  0.9850666522979736
Epoch:  4 , loss =  0.04398486390709877 , accuracy =  0.9857666492462158
Epoch:  5 , loss =  0.04517437517642975 , accuracy =  0.9852833151817322
Epoch:  6 , loss =  0.046474091708660126 , accuracy =  0.9850500226020813
Epoch:  7 , loss =  0.04465893656015396 , accuracy =  0.9856500029563904
SGD: run no. =  1 , batch size =  128  convergence time =  9.104392290115356
SGD: run no. =  1 , batch size =  128 , test loss =  0.028846029192209244 , test accuracy =  0.9907000064849854
###### Running part 2: ADAGRAD with batch size  128  ######
Epoch:  1 , loss =  0.06949212402105331 , accuracy =  0.9781500101089478
Epoch:  2 , loss =  0.06926649808883667 , accuracy =  0.9778333306312561
Epoch:  3 , loss =  0.06748925894498825 , accuracy =  0.9789000153541565
Epoch:  4 , loss =  0.06505323201417923 , accuracy =  0.9789166450500488
Epoch:  5 , loss =  0.0679718554019928 , accuracy =  0.9784500002861023
Epoch:  6 , loss =  0.06623846292495728 , accuracy =  0.9801333546638489
Epoch:  7 , loss =  0.06793775409460068 , accuracy =  0.9782999753952026
ADAGRAD: run no. =  1 , batch size =  128  convergence time =  9.278527021408081
ADAGRAD: run no. =  1 , batch size =  128 , test loss =  0.03789384290575981 , test accuracy =  0.9882000088691711
###### Running part 2: ADAM with batch size  128  ######
Epoch:  1 , loss =  0.04259199649095535 , accuracy =  0.9865833520889282
Epoch:  2 , loss =  0.04040287807583809 , accuracy =  0.9870666861534119
Epoch:  3 , loss =  0.03976348042488098 , accuracy =  0.9870666861534119
Epoch:  4 , loss =  0.03935297951102257 , accuracy =  0.9872999787330627
Epoch:  5 , loss =  0.041171394288539886 , accuracy =  0.9873666763305664
Epoch:  6 , loss =  0.03987668827176094 , accuracy =  0.987416684627533
Epoch:  7 , loss =  0.037063419818878174 , accuracy =  0.9879666566848755
Epoch:  8 , loss =  0.03809591010212898 , accuracy =  0.9879833459854126
Epoch:  9 , loss =  0.03807992488145828 , accuracy =  0.9872999787330627
Epoch:  10 , loss =  0.03948614001274109 , accuracy =  0.9868666529655457
ADAM: run no. =  1 , batch size =  128  convergence time =  13.464368104934692
ADAM: run no. =  1 , batch size =  128 , test loss =  0.03762868046760559 , test accuracy =  0.989300012588501
###### RUN NUMBER  2  ######
###### Running part 2: SGD with batch size  32  ######
Epoch:  1 , loss =  0.04613957554101944 , accuracy =  0.9852666854858398
Epoch:  2 , loss =  0.050820764154195786 , accuracy =  0.9838500022888184
Epoch:  3 , loss =  0.04767661169171333 , accuracy =  0.9850500226020813
Epoch:  4 , loss =  0.04937531426548958 , accuracy =  0.9840166568756104
SGD: run no. =  2 , batch size =  32  convergence time =  12.992065906524658
SGD: run no. =  2 , batch size =  32 , test loss =  0.028251104056835175 , test accuracy =  0.9908000230789185
###### Running part 2: ADAGRAD with batch size  32  ######
Epoch:  1 , loss =  0.07230918854475021 , accuracy =  0.9774333238601685
Epoch:  2 , loss =  0.07243580371141434 , accuracy =  0.9775333404541016
Epoch:  3 , loss =  0.07070842385292053 , accuracy =  0.9772666692733765
Epoch:  4 , loss =  0.06924217194318771 , accuracy =  0.9785333275794983
Epoch:  5 , loss =  0.07104466110467911 , accuracy =  0.9772833585739136
Epoch:  6 , loss =  0.0714956670999527 , accuracy =  0.9773833155632019
Epoch:  7 , loss =  0.06947137415409088 , accuracy =  0.9784500002861023
ADAGRAD: run no. =  2 , batch size =  32  convergence time =  23.397685050964355
ADAGRAD: run no. =  2 , batch size =  32 , test loss =  0.038897670805454254 , test accuracy =  0.9876000285148621
###### Running part 2: ADAM with batch size  32  ######
Epoch:  1 , loss =  0.04920192435383797 , accuracy =  0.9847333431243896
Epoch:  2 , loss =  0.04689691960811615 , accuracy =  0.9854333400726318
Epoch:  3 , loss =  0.047182708978652954 , accuracy =  0.9848999977111816
Epoch:  4 , loss =  0.04622102528810501 , accuracy =  0.9853000044822693
Epoch:  5 , loss =  0.049984563142061234 , accuracy =  0.9850999712944031
Epoch:  6 , loss =  0.05000551789999008 , accuracy =  0.9848833084106445
Epoch:  7 , loss =  0.048791009932756424 , accuracy =  0.9844499826431274
ADAM: run no. =  2 , batch size =  32  convergence time =  23.557218313217163
ADAM: run no. =  2 , batch size =  32 , test loss =  0.03948014974594116 , test accuracy =  0.989799976348877
###### Running part 2: SGD with batch size  64  ######
Epoch:  1 , loss =  0.04532957449555397 , accuracy =  0.9852833151817322
Epoch:  2 , loss =  0.047198060899972916 , accuracy =  0.9853666424751282
Epoch:  3 , loss =  0.04455358162522316 , accuracy =  0.9856333136558533
Epoch:  4 , loss =  0.04539545625448227 , accuracy =  0.9852833151817322
Epoch:  5 , loss =  0.04656033590435982 , accuracy =  0.9850333333015442
Epoch:  6 , loss =  0.045480772852897644 , accuracy =  0.9853166937828064
SGD: run no. =  2 , batch size =  64  convergence time =  13.607971906661987
SGD: run no. =  2 , batch size =  64 , test loss =  0.027883509173989296 , test accuracy =  0.9907000064849854
###### Running part 2: ADAGRAD with batch size  64  ######
Epoch:  1 , loss =  0.06744115799665451 , accuracy =  0.9781500101089478
Epoch:  2 , loss =  0.06588443368673325 , accuracy =  0.9790999889373779
Epoch:  3 , loss =  0.06603981554508209 , accuracy =  0.9786166548728943
Epoch:  4 , loss =  0.06865263730287552 , accuracy =  0.9788166880607605
Epoch:  5 , loss =  0.06677243113517761 , accuracy =  0.979449987411499
ADAGRAD: run no. =  2 , batch size =  64  convergence time =  11.797988891601562
ADAGRAD: run no. =  2 , batch size =  64 , test loss =  0.038449786603450775 , test accuracy =  0.9878000020980835
###### Running part 2: ADAM with batch size  64  ######
Epoch:  1 , loss =  0.04334701970219612 , accuracy =  0.98621666431427
Epoch:  2 , loss =  0.04055747389793396 , accuracy =  0.9871000051498413
Epoch:  3 , loss =  0.0405181460082531 , accuracy =  0.9868000149726868
Epoch:  4 , loss =  0.040815334767103195 , accuracy =  0.9871000051498413
Epoch:  5 , loss =  0.04186934232711792 , accuracy =  0.9869666695594788
Epoch:  6 , loss =  0.041268762201070786 , accuracy =  0.9867166876792908
ADAM: run no. =  2 , batch size =  64  convergence time =  14.25873064994812
ADAM: run no. =  2 , batch size =  64 , test loss =  0.0360918790102005 , test accuracy =  0.989799976348877
###### Running part 2: SGD with batch size  96  ######
Epoch:  1 , loss =  0.043924566358327866 , accuracy =  0.9855499863624573
Epoch:  2 , loss =  0.04433835297822952 , accuracy =  0.9851499795913696
Epoch:  3 , loss =  0.043080009520053864 , accuracy =  0.9855166673660278
Epoch:  4 , loss =  0.04320504516363144 , accuracy =  0.9855333566665649
Epoch:  5 , loss =  0.04443812742829323 , accuracy =  0.9857666492462158
Epoch:  6 , loss =  0.043099306523799896 , accuracy =  0.985883355140686
SGD: run no. =  2 , batch size =  96  convergence time =  9.791959047317505
SGD: run no. =  2 , batch size =  96 , test loss =  0.027963299304246902 , test accuracy =  0.9902999997138977
###### Running part 2: ADAGRAD with batch size  96  ######
Epoch:  1 , loss =  0.0678318440914154 , accuracy =  0.9794333577156067
Epoch:  2 , loss =  0.06745186448097229 , accuracy =  0.9782000184059143
Epoch:  3 , loss =  0.06355886906385422 , accuracy =  0.9796666502952576
Epoch:  4 , loss =  0.06686583161354065 , accuracy =  0.9788333177566528
Epoch:  5 , loss =  0.06744442880153656 , accuracy =  0.9781500101089478
Epoch:  6 , loss =  0.0654490739107132 , accuracy =  0.9787499904632568
ADAGRAD: run no. =  2 , batch size =  96  convergence time =  10.008910417556763
ADAGRAD: run no. =  2 , batch size =  96 , test loss =  0.03722554072737694 , test accuracy =  0.9882000088691711
###### Running part 2: ADAM with batch size  96  ######
Epoch:  1 , loss =  0.04096519201993942 , accuracy =  0.9868999719619751
Epoch:  2 , loss =  0.038296982645988464 , accuracy =  0.9872833490371704
Epoch:  3 , loss =  0.0384380966424942 , accuracy =  0.987416684627533
Epoch:  4 , loss =  0.0399068146944046 , accuracy =  0.9872000217437744
Epoch:  5 , loss =  0.03929043561220169 , accuracy =  0.9870166778564453
ADAM: run no. =  2 , batch size =  96  convergence time =  8.460984468460083
ADAM: run no. =  2 , batch size =  96 , test loss =  0.03529518470168114 , test accuracy =  0.9904999732971191
###### Running part 2: SGD with batch size  128  ######
Epoch:  1 , loss =  0.042634498327970505 , accuracy =  0.9858499765396118
Epoch:  2 , loss =  0.04337606579065323 , accuracy =  0.98580002784729
Epoch:  3 , loss =  0.043683409690856934 , accuracy =  0.9859333038330078
Epoch:  4 , loss =  0.04527135565876961 , accuracy =  0.9856500029563904
SGD: run no. =  2 , batch size =  128  convergence time =  5.226446866989136
SGD: run no. =  2 , batch size =  128 , test loss =  0.027946433052420616 , test accuracy =  0.9902999997138977
###### Running part 2: ADAGRAD with batch size  128  ######
Epoch:  1 , loss =  0.0653485581278801 , accuracy =  0.9788500070571899
Epoch:  2 , loss =  0.06526751071214676 , accuracy =  0.9792166948318481
Epoch:  3 , loss =  0.06582259386777878 , accuracy =  0.9787999987602234
Epoch:  4 , loss =  0.06448478251695633 , accuracy =  0.9801999926567078
Epoch:  5 , loss =  0.06438952684402466 , accuracy =  0.9785333275794983
ADAGRAD: run no. =  2 , batch size =  128  convergence time =  6.666852951049805
ADAGRAD: run no. =  2 , batch size =  128 , test loss =  0.03681446239352226 , test accuracy =  0.9879999756813049
###### Running part 2: ADAM with batch size  128  ######
Epoch:  1 , loss =  0.03928615152835846 , accuracy =  0.9881666898727417
Epoch:  2 , loss =  0.037474703043699265 , accuracy =  0.9876333475112915
Epoch:  3 , loss =  0.037083085626363754 , accuracy =  0.9879000186920166
Epoch:  4 , loss =  0.035458024591207504 , accuracy =  0.9886000156402588
Epoch:  5 , loss =  0.03705746680498123 , accuracy =  0.9882000088691711
Epoch:  6 , loss =  0.037458669394254684 , accuracy =  0.9876333475112915
Epoch:  7 , loss =  0.03884586691856384 , accuracy =  0.9872999787330627
ADAM: run no. =  2 , batch size =  128  convergence time =  9.576838731765747
ADAM: run no. =  2 , batch size =  128 , test loss =  0.03731900081038475 , test accuracy =  0.9901999831199646
###### RUN NUMBER  3  ######
###### Running part 2: SGD with batch size  32  ######
Epoch:  1 , loss =  0.047043170779943466 , accuracy =  0.9851833581924438
Epoch:  2 , loss =  0.04767954349517822 , accuracy =  0.9841166734695435
Epoch:  3 , loss =  0.046099621802568436 , accuracy =  0.9843999743461609
Epoch:  4 , loss =  0.046105433255434036 , accuracy =  0.9843999743461609
Epoch:  5 , loss =  0.043536778539419174 , accuracy =  0.9849500060081482
Epoch:  6 , loss =  0.04572208598256111 , accuracy =  0.9853666424751282
Epoch:  7 , loss =  0.04513230919837952 , accuracy =  0.9854833483695984
Epoch:  8 , loss =  0.050326157361269 , accuracy =  0.9834499955177307
SGD: run no. =  3 , batch size =  32  convergence time =  26.491875410079956
SGD: run no. =  3 , batch size =  32 , test loss =  0.026875881478190422 , test accuracy =  0.9908999800682068
###### Running part 2: ADAGRAD with batch size  32  ######
Epoch:  1 , loss =  0.06879501044750214 , accuracy =  0.9779999852180481
Epoch:  2 , loss =  0.06790090352296829 , accuracy =  0.9784166812896729
Epoch:  3 , loss =  0.06846644729375839 , accuracy =  0.9783666729927063
Epoch:  4 , loss =  0.06938771903514862 , accuracy =  0.9778000116348267
Epoch:  5 , loss =  0.06748344749212265 , accuracy =  0.9785500168800354
Epoch:  6 , loss =  0.06640657037496567 , accuracy =  0.9788500070571899
Epoch:  7 , loss =  0.06912299245595932 , accuracy =  0.9781500101089478
Epoch:  8 , loss =  0.06647158414125443 , accuracy =  0.9793000221252441
Epoch:  9 , loss =  0.06764814257621765 , accuracy =  0.9788166880607605
ADAGRAD: run no. =  3 , batch size =  32  convergence time =  30.267523288726807
ADAGRAD: run no. =  3 , batch size =  32 , test loss =  0.03681857883930206 , test accuracy =  0.9884999990463257
###### Running part 2: ADAM with batch size  32  ######
Epoch:  1 , loss =  0.044468414038419724 , accuracy =  0.985883355140686
Epoch:  2 , loss =  0.04611169919371605 , accuracy =  0.986133337020874
Epoch:  3 , loss =  0.04626789689064026 , accuracy =  0.9854999780654907
Epoch:  4 , loss =  0.04342731460928917 , accuracy =  0.9866333603858948
Epoch:  5 , loss =  0.04589865356683731 , accuracy =  0.9854666590690613
Epoch:  6 , loss =  0.04454526677727699 , accuracy =  0.9857000112533569
Epoch:  7 , loss =  0.04566442221403122 , accuracy =  0.9857000112533569
ADAM: run no. =  3 , batch size =  32  convergence time =  23.610077142715454
ADAM: run no. =  3 , batch size =  32 , test loss =  0.03486296534538269 , test accuracy =  0.9901000261306763
###### Running part 2: SGD with batch size  64  ######
Epoch:  1 , loss =  0.04460558667778969 , accuracy =  0.9853166937828064
Epoch:  2 , loss =  0.045153841376304626 , accuracy =  0.9853500127792358
Epoch:  3 , loss =  0.042480893433094025 , accuracy =  0.986466646194458
Epoch:  4 , loss =  0.04488404095172882 , accuracy =  0.9850666522979736
Epoch:  5 , loss =  0.04283297806978226 , accuracy =  0.985966682434082
Epoch:  6 , loss =  0.04287810996174812 , accuracy =  0.9861000180244446
SGD: run no. =  3 , batch size =  64  convergence time =  13.736905574798584
SGD: run no. =  3 , batch size =  64 , test loss =  0.026944182813167572 , test accuracy =  0.9901999831199646
###### Running part 2: ADAGRAD with batch size  64  ######
Epoch:  1 , loss =  0.06298787146806717 , accuracy =  0.9801666736602783
Epoch:  2 , loss =  0.0643378347158432 , accuracy =  0.9798499941825867
Epoch:  3 , loss =  0.06214214861392975 , accuracy =  0.9801666736602783
Epoch:  4 , loss =  0.05930868908762932 , accuracy =  0.9809499979019165
Epoch:  5 , loss =  0.06263311207294464 , accuracy =  0.9801999926567078
Epoch:  6 , loss =  0.06337154656648636 , accuracy =  0.9802166819572449
Epoch:  7 , loss =  0.06135181710124016 , accuracy =  0.980400025844574
ADAGRAD: run no. =  3 , batch size =  64  convergence time =  16.355473041534424
ADAGRAD: run no. =  3 , batch size =  64 , test loss =  0.037304945290088654 , test accuracy =  0.9879000186920166
###### Running part 2: ADAM with batch size  64  ######
Epoch:  1 , loss =  0.04314097762107849 , accuracy =  0.9867166876792908
Epoch:  2 , loss =  0.041792526841163635 , accuracy =  0.9871333241462708
Epoch:  3 , loss =  0.0419035367667675 , accuracy =  0.9870833158493042
Epoch:  4 , loss =  0.04244430363178253 , accuracy =  0.986299991607666
Epoch:  5 , loss =  0.04148411378264427 , accuracy =  0.9872333407402039
Epoch:  6 , loss =  0.041587524116039276 , accuracy =  0.9866166710853577
Epoch:  7 , loss =  0.03896322473883629 , accuracy =  0.9876833558082581
Epoch:  8 , loss =  0.041971150785684586 , accuracy =  0.9868666529655457
Epoch:  9 , loss =  0.03908170387148857 , accuracy =  0.9874333143234253
Epoch:  10 , loss =  0.04124471917748451 , accuracy =  0.9868500232696533
ADAM: run no. =  3 , batch size =  64  convergence time =  23.56852149963379
ADAM: run no. =  3 , batch size =  64 , test loss =  0.03524547442793846 , test accuracy =  0.9890999794006348
###### Running part 2: SGD with batch size  96  ######
Epoch:  1 , loss =  0.04287143424153328 , accuracy =  0.9859166741371155
Epoch:  2 , loss =  0.04274008050560951 , accuracy =  0.9864166378974915
Epoch:  3 , loss =  0.04311510920524597 , accuracy =  0.9863166809082031
Epoch:  4 , loss =  0.04214616119861603 , accuracy =  0.9862833619117737
Epoch:  5 , loss =  0.041496120393276215 , accuracy =  0.9865833520889282
SGD: run no. =  3 , batch size =  96  convergence time =  8.094677686691284
SGD: run no. =  3 , batch size =  96 , test loss =  0.027304230257868767 , test accuracy =  0.9909999966621399
###### Running part 2: ADAGRAD with batch size  96  ######
Epoch:  1 , loss =  0.06766826659440994 , accuracy =  0.9785666465759277
Epoch:  2 , loss =  0.06097543239593506 , accuracy =  0.9807833433151245
Epoch:  3 , loss =  0.06293857842683792 , accuracy =  0.9798833131790161
Epoch:  4 , loss =  0.06468728929758072 , accuracy =  0.9804333448410034
Epoch:  5 , loss =  0.06184849143028259 , accuracy =  0.9802666902542114
ADAGRAD: run no. =  3 , batch size =  96  convergence time =  8.261723279953003
ADAGRAD: run no. =  3 , batch size =  96 , test loss =  0.036859847605228424 , test accuracy =  0.9879999756813049
###### Running part 2: ADAM with batch size  96  ######
Epoch:  1 , loss =  0.04029553756117821 , accuracy =  0.9868833422660828
Epoch:  2 , loss =  0.03663153201341629 , accuracy =  0.988183319568634
Epoch:  3 , loss =  0.037744514644145966 , accuracy =  0.9879500269889832
Epoch:  4 , loss =  0.036594901233911514 , accuracy =  0.9883166551589966
Epoch:  5 , loss =  0.03618593513965607 , accuracy =  0.9880333542823792
Epoch:  6 , loss =  0.03890348598361015 , accuracy =  0.987500011920929
Epoch:  7 , loss =  0.03878035768866539 , accuracy =  0.9874333143234253
Epoch:  8 , loss =  0.037413228303194046 , accuracy =  0.9880666732788086
ADAM: run no. =  3 , batch size =  96  convergence time =  13.337709426879883
ADAM: run no. =  3 , batch size =  96 , test loss =  0.03598221018910408 , test accuracy =  0.9897000193595886
###### Running part 2: SGD with batch size  128  ######
Epoch:  1 , loss =  0.04096979647874832 , accuracy =  0.9860833287239075
Epoch:  2 , loss =  0.040629707276821136 , accuracy =  0.9866499900817871
Epoch:  3 , loss =  0.039691805839538574 , accuracy =  0.9872166514396667
Epoch:  4 , loss =  0.040526386350393295 , accuracy =  0.9864833354949951
Epoch:  5 , loss =  0.04076945409178734 , accuracy =  0.9870833158493042
Epoch:  6 , loss =  0.040962181985378265 , accuracy =  0.9868833422660828
SGD: run no. =  3 , batch size =  128  convergence time =  7.870705604553223
SGD: run no. =  3 , batch size =  128 , test loss =  0.026615243405103683 , test accuracy =  0.9912999868392944
###### Running part 2: ADAGRAD with batch size  128  ######
Epoch:  1 , loss =  0.06332302838563919 , accuracy =  0.9799666404724121
Epoch:  2 , loss =  0.05963461101055145 , accuracy =  0.980566680431366
Epoch:  3 , loss =  0.062135063111782074 , accuracy =  0.9796666502952576
Epoch:  4 , loss =  0.061136823147535324 , accuracy =  0.9808666706085205
Epoch:  5 , loss =  0.06208864971995354 , accuracy =  0.9798333048820496
ADAGRAD: run no. =  3 , batch size =  128  convergence time =  6.58315634727478
ADAGRAD: run no. =  3 , batch size =  128 , test loss =  0.037512198090553284 , test accuracy =  0.9879999756813049
###### Running part 2: ADAM with batch size  128  ######
Epoch:  1 , loss =  0.036690160632133484 , accuracy =  0.9884833097457886
Epoch:  2 , loss =  0.0350310355424881 , accuracy =  0.9886666536331177
Epoch:  3 , loss =  0.03761334717273712 , accuracy =  0.9879999756813049
Epoch:  4 , loss =  0.03602141886949539 , accuracy =  0.988099992275238
Epoch:  5 , loss =  0.034785497933626175 , accuracy =  0.9887999892234802
Epoch:  6 , loss =  0.03402294963598251 , accuracy =  0.9890999794006348
Epoch:  7 , loss =  0.035482194274663925 , accuracy =  0.9891166687011719
Epoch:  8 , loss =  0.03556316718459129 , accuracy =  0.9885666370391846
Epoch:  9 , loss =  0.03472070023417473 , accuracy =  0.9887833595275879
ADAM: run no. =  3 , batch size =  128  convergence time =  12.036949157714844
ADAM: run no. =  3 , batch size =  128 , test loss =  0.03482215106487274 , test accuracy =  0.9905999898910522
###### RUN NUMBER  4  ######
###### Running part 2: SGD with batch size  32  ######
Epoch:  1 , loss =  0.04448573663830757 , accuracy =  0.9853666424751282
Epoch:  2 , loss =  0.044286519289016724 , accuracy =  0.985450029373169
Epoch:  3 , loss =  0.04493221268057823 , accuracy =  0.9851166605949402
Epoch:  4 , loss =  0.04465218260884285 , accuracy =  0.9849833250045776
Epoch:  5 , loss =  0.044355787336826324 , accuracy =  0.9854833483695984
SGD: run no. =  4 , batch size =  32  convergence time =  15.974920511245728
SGD: run no. =  4 , batch size =  32 , test loss =  0.027089141309261322 , test accuracy =  0.9905999898910522
###### Running part 2: ADAGRAD with batch size  32  ######
Epoch:  1 , loss =  0.06331345438957214 , accuracy =  0.9802666902542114
Epoch:  2 , loss =  0.06526917219161987 , accuracy =  0.979200005531311
Epoch:  3 , loss =  0.0621277280151844 , accuracy =  0.9800833463668823
Epoch:  4 , loss =  0.06307604163885117 , accuracy =  0.9807000160217285
Epoch:  5 , loss =  0.06481800228357315 , accuracy =  0.9798166751861572
Epoch:  6 , loss =  0.06505853682756424 , accuracy =  0.9797499775886536
ADAGRAD: run no. =  4 , batch size =  32  convergence time =  19.786325454711914
ADAGRAD: run no. =  4 , batch size =  32 , test loss =  0.037363894283771515 , test accuracy =  0.988099992275238
###### Running part 2: ADAM with batch size  32  ######
Epoch:  1 , loss =  0.045699238777160645 , accuracy =  0.9857166409492493
Epoch:  2 , loss =  0.04402145743370056 , accuracy =  0.98621666431427
Epoch:  3 , loss =  0.043896619230508804 , accuracy =  0.9858333468437195
Epoch:  4 , loss =  0.04050211235880852 , accuracy =  0.9869666695594788
Epoch:  5 , loss =  0.041620682924985886 , accuracy =  0.9863333106040955
Epoch:  6 , loss =  0.04329611361026764 , accuracy =  0.986133337020874
Epoch:  7 , loss =  0.044410835951566696 , accuracy =  0.985966682434082
ADAM: run no. =  4 , batch size =  32  convergence time =  23.218672037124634
ADAM: run no. =  4 , batch size =  32 , test loss =  0.04169517382979393 , test accuracy =  0.9890000224113464
###### Running part 2: SGD with batch size  64  ######
Epoch:  1 , loss =  0.0421924851834774 , accuracy =  0.986133337020874
Epoch:  2 , loss =  0.041434966027736664 , accuracy =  0.9865166544914246
Epoch:  3 , loss =  0.039698608219623566 , accuracy =  0.9871666431427002
Epoch:  4 , loss =  0.04333563148975372 , accuracy =  0.9859499931335449
Epoch:  5 , loss =  0.042899128049612045 , accuracy =  0.9855666756629944
Epoch:  6 , loss =  0.04214562103152275 , accuracy =  0.9866666793823242
SGD: run no. =  4 , batch size =  64  convergence time =  13.460254907608032
SGD: run no. =  4 , batch size =  64 , test loss =  0.02665257640182972 , test accuracy =  0.991100013256073
###### Running part 2: ADAGRAD with batch size  64  ######
Epoch:  1 , loss =  0.06358731538057327 , accuracy =  0.9797833561897278
Epoch:  2 , loss =  0.06071688234806061 , accuracy =  0.9805499911308289
Epoch:  3 , loss =  0.061980586498975754 , accuracy =  0.980400025844574
Epoch:  4 , loss =  0.06082942709326744 , accuracy =  0.980400025844574
Epoch:  5 , loss =  0.063148632645607 , accuracy =  0.9793833494186401
ADAGRAD: run no. =  4 , batch size =  64  convergence time =  11.463069200515747
ADAGRAD: run no. =  4 , batch size =  64 , test loss =  0.03647502139210701 , test accuracy =  0.987500011920929
###### Running part 2: ADAM with batch size  64  ######
Epoch:  1 , loss =  0.039757631719112396 , accuracy =  0.9870499968528748
Epoch:  2 , loss =  0.038787759840488434 , accuracy =  0.9878333210945129
Epoch:  3 , loss =  0.03749186918139458 , accuracy =  0.9878666400909424
Epoch:  4 , loss =  0.0384749099612236 , accuracy =  0.9878833293914795
Epoch:  5 , loss =  0.03707411140203476 , accuracy =  0.9887333512306213
Epoch:  6 , loss =  0.039248477667570114 , accuracy =  0.9878000020980835
Epoch:  7 , loss =  0.03757874295115471 , accuracy =  0.9881666898727417
Epoch:  8 , loss =  0.03783717751502991 , accuracy =  0.9879166483879089
ADAM: run no. =  4 , batch size =  64  convergence time =  18.68230628967285
ADAM: run no. =  4 , batch size =  64 , test loss =  0.0372038371860981 , test accuracy =  0.989799976348877
###### Running part 2: SGD with batch size  96  ######
Epoch:  1 , loss =  0.03971441090106964 , accuracy =  0.9865666627883911
Epoch:  2 , loss =  0.040660273283720016 , accuracy =  0.9867500066757202
Epoch:  3 , loss =  0.04048768803477287 , accuracy =  0.986466646194458
Epoch:  4 , loss =  0.041151951998472214 , accuracy =  0.9867833256721497
SGD: run no. =  4 , batch size =  96  convergence time =  6.4747538566589355
SGD: run no. =  4 , batch size =  96 , test loss =  0.026690514758229256 , test accuracy =  0.9908000230789185
###### Running part 2: ADAGRAD with batch size  96  ######
Epoch:  1 , loss =  0.06251724809408188 , accuracy =  0.9798833131790161
Epoch:  2 , loss =  0.06052912026643753 , accuracy =  0.9806333184242249
Epoch:  3 , loss =  0.06183728575706482 , accuracy =  0.9798333048820496
Epoch:  4 , loss =  0.061386238783597946 , accuracy =  0.9800999760627747
Epoch:  5 , loss =  0.06149011477828026 , accuracy =  0.9808666706085205
ADAGRAD: run no. =  4 , batch size =  96  convergence time =  8.492154121398926
ADAGRAD: run no. =  4 , batch size =  96 , test loss =  0.03619813174009323 , test accuracy =  0.9876999855041504
###### Running part 2: ADAM with batch size  96  ######
Epoch:  1 , loss =  0.036559514701366425 , accuracy =  0.9883666634559631
Epoch:  2 , loss =  0.03522910177707672 , accuracy =  0.9891166687011719
Epoch:  3 , loss =  0.0355692058801651 , accuracy =  0.988183319568634
Epoch:  4 , loss =  0.03324216976761818 , accuracy =  0.9893666505813599
Epoch:  5 , loss =  0.03571385145187378 , accuracy =  0.9886999726295471
Epoch:  6 , loss =  0.034540437161922455 , accuracy =  0.9896000027656555
Epoch:  7 , loss =  0.03512636572122574 , accuracy =  0.9891666769981384
ADAM: run no. =  4 , batch size =  96  convergence time =  11.950318813323975
ADAM: run no. =  4 , batch size =  96 , test loss =  0.038491301238536835 , test accuracy =  0.9905999898910522
###### Running part 2: SGD with batch size  128  ######
Epoch:  1 , loss =  0.040373388677835464 , accuracy =  0.9867666959762573
Epoch:  2 , loss =  0.03894650191068649 , accuracy =  0.987333357334137
Epoch:  3 , loss =  0.04072659835219383 , accuracy =  0.9863666892051697
Epoch:  4 , loss =  0.038551878184080124 , accuracy =  0.9872666597366333
Epoch:  5 , loss =  0.04041312262415886 , accuracy =  0.9866833090782166
Epoch:  6 , loss =  0.03988872095942497 , accuracy =  0.9871000051498413
Epoch:  7 , loss =  0.03811486065387726 , accuracy =  0.9873166680335999
Epoch:  8 , loss =  0.04071786627173424 , accuracy =  0.9865333437919617
Epoch:  9 , loss =  0.0403679795563221 , accuracy =  0.9867500066757202
Epoch:  10 , loss =  0.040190938860177994 , accuracy =  0.9865999817848206
SGD: run no. =  4 , batch size =  128  convergence time =  12.925641298294067
SGD: run no. =  4 , batch size =  128 , test loss =  0.027309900149703026 , test accuracy =  0.9909999966621399
###### Running part 2: ADAGRAD with batch size  128  ######
Epoch:  1 , loss =  0.061030518263578415 , accuracy =  0.9799833297729492
